#
# conName	cFromPadded	cToPadded	cFromUnpadded	cToUnpadded	type	rName	rFromPadded	rToPadded	rFromUnpadded	rToUnpadded	comment
#
302_c1	11535	11546	11332	11342	HAF3	191-9700000-9720000:11060:fwd	295	306	293	304	
302_c1	11547	11556	11343	11352	HAF4	191-9700000-9720000:11060:fwd	307	316	305	314	
302_c1	11557	11609	11353	11404	HAF5	191-9700000-9720000:11060:fwd	317	369	315	366	
302_c1	11610	11618	11405	11412	HAF4	191-9700000-9720000:11060:fwd	370	378	367	374	
302_c1	11619	11667	11413	11461	HAF3	191-9700000-9720000:11060:fwd	379	427	375	423	
302_c1	11841	11794	11633	11586	HAF3	510-9700000-9720000:11652:rev	5	52	5	52	
302_c1	11793	11732	11585	11524	HAF4	510-9700000-9720000:11652:rev	53	114	53	114	
302_c1	11731	11619	11523	11413	HAF3	510-9700000-9720000:11652:rev	115	227	115	224	
302_c1	11618	11610	11412	11405	HAF4	510-9700000-9720000:11652:rev	228	236	225	232	
302_c1	11609	11557	11404	11353	HAF5	510-9700000-9720000:11652:rev	237	289	233	284	
302_c1	11556	11555	11352	11351	R454	510-9700000-9720000:11652:rev	290	291	285	287	
302_c1	11556	11547	11352	11343	HAF4	510-9700000-9720000:11652:rev	290	299	285	295	
302_c1	11546	11537	11342	11334	HAF3	510-9700000-9720000:11652:rev	300	309	296	304	
302_c1	11536	11529	11333	11326	HAF4	510-9700000-9720000:11652:rev	310	317	305	312	
302_c1	11528	11507	11325	11304	HAF5	510-9700000-9720000:11652:rev	318	339	313	334	
302_c1	11506	11481	11303	11278	HAF4	510-9700000-9720000:11652:rev	340	365	335	361	
302_c1	11498	11497	11295	11294	R454	510-9700000-9720000:11652:rev	348	349	343	344	
302_c1	11480	11475	11277	11272	HAF3	510-9700000-9720000:11652:rev	366	371	362	367	
302_c1	11474	11429	11271	11227	HAF4	510-9700000-9720000:11652:rev	372	417	368	414	
302_c1	11446	11445	11244	11243	R454	510-9700000-9720000:11652:rev	400	401	395	397	
302_c1	11445	11444	11243	11242	R454	510-9700000-9720000:11652:rev	401	402	397	399	
302_c1	11428	11421	11226	11219	HAF3	510-9700000-9720000:11652:rev	418	425	415	422	
302_c1	11420	11395	11218	11194	HAF4	510-9700000-9720000:11652:rev	426	451	423	448	
302_c1	11409	11408	11208	11207	R454	510-9700000-9720000:11652:rev	437	438	433	435	
302_c1	11394	11318	11193	11118	HAF3	510-9700000-9720000:11652:rev	452	528	449	524	
302_c1	11320	11394	11120	11193	HAF3	463-9700000-9720000:11112:fwd	28	102	28	102	
302_c1	11349	11350	11149	11150	R454	463-9700000-9720000:11112:fwd	57	58	57	59	
302_c1	11395	11419	11194	11217	HAF4	463-9700000-9720000:11112:fwd	103	127	103	127	
302_c1	11420	11428	11218	11226	HAF3	463-9700000-9720000:11112:fwd	128	136	128	136	
302_c1	11429	11474	11227	11271	HAF4	463-9700000-9720000:11112:fwd	137	182	137	181	
302_c1	11475	11480	11272	11277	HAF3	463-9700000-9720000:11112:fwd	183	188	182	187	
302_c1	11481	11506	11278	11303	HAF4	463-9700000-9720000:11112:fwd	189	214	188	213	
302_c1	11507	11528	11304	11325	HAF5	463-9700000-9720000:11112:fwd	215	236	214	235	
302_c1	11529	11536	11326	11333	HAF4	463-9700000-9720000:11112:fwd	237	244	236	243	
302_c1	11537	11546	11334	11342	HAF3	463-9700000-9720000:11112:fwd	245	254	244	252	
302_c1	11547	11556	11343	11352	HAF4	463-9700000-9720000:11112:fwd	255	264	253	262	
302_c1	11557	11609	11353	11404	HAF5	463-9700000-9720000:11112:fwd	265	317	263	314	
302_c1	11610	11618	11405	11412	HAF4	463-9700000-9720000:11112:fwd	318	326	315	322	
302_c1	11619	11731	11413	11523	HAF3	463-9700000-9720000:11112:fwd	327	439	323	433	
302_c1	11686	11687	11480	11481	R454	463-9700000-9720000:11112:fwd	394	395	390	392	
302_c1	11732	11793	11524	11585	HAF4	463-9700000-9720000:11112:fwd	440	501	434	494	
302_c1	11794	11831	11586	11623	HAF3	463-9700000-9720000:11112:fwd	502	539	495	532	
302_c1	11424	11428	11222	11226	HAF3	228-9700000-9720000:11192:fwd	51	55	51	55	
302_c1	11429	11474	11227	11271	HAF4	228-9700000-9720000:11192:fwd	56	101	56	100	
302_c1	11475	11480	11272	11277	HAF3	228-9700000-9720000:11192:fwd	102	107	101	106	
302_c1	11481	11506	11278	11303	HAF4	228-9700000-9720000:11192:fwd	108	133	107	132	
302_c1	11507	11528	11304	11325	HAF5	228-9700000-9720000:11192:fwd	134	155	133	154	
302_c1	11529	11533	11326	11330	HAF4	228-9700000-9720000:11192:fwd	156	160	155	159	
302_c1	11534	11546	11331	11342	HAF3	228-9700000-9720000:11192:fwd	161	173	160	172	
302_c1	11547	11556	11343	11352	HAF4	228-9700000-9720000:11192:fwd	174	183	173	182	
302_c1	11557	11609	11353	11404	HAF5	228-9700000-9720000:11192:fwd	184	236	183	234	
302_c1	11610	11618	11405	11412	HAF4	228-9700000-9720000:11192:fwd	237	245	235	241	
302_c1	11619	11731	11413	11523	HAF3	228-9700000-9720000:11192:fwd	246	358	242	352	
302_c1	11654	11654	11448	11448	R454	228-9700000-9720000:11192:fwd	281	281	276	276	
302_c1	11732	11793	11524	11585	HAF4	228-9700000-9720000:11192:fwd	359	420	353	415	
302_c1	11761	11762	11553	11554	R454	228-9700000-9720000:11192:fwd	388	389	382	383	
302_c1	11794	11841	11586	11633	HAF3	228-9700000-9720000:11192:fwd	421	468	416	461	
302_c1	11842	11861	11634	11652	HAF2	228-9700000-9720000:11192:fwd	469	488	462	479	
302_c1	11864	11897	11654	11687	HAF3	228-9700000-9720000:11192:fwd	491	524	480	513	
302_c1	11331	11394	11131	11193	HAF3	366-9700000-9720000:11129:fwd	25	88	25	87	
302_c1	11395	11420	11194	11218	HAF4	366-9700000-9720000:11129:fwd	89	114	88	112	
302_c1	11421	11428	11219	11226	HAF3	366-9700000-9720000:11129:fwd	115	122	113	120	
302_c1	11429	11474	11227	11271	HAF4	366-9700000-9720000:11129:fwd	123	168	121	165	
302_c1	11475	11480	11272	11277	HAF3	366-9700000-9720000:11129:fwd	169	174	166	171	
302_c1	11481	11506	11278	11303	HAF4	366-9700000-9720000:11129:fwd	175	200	172	197	
302_c1	11507	11528	11304	11325	HAF5	366-9700000-9720000:11129:fwd	201	222	198	219	
302_c1	11519	11520	11316	11317	R454	366-9700000-9720000:11129:fwd	213	214	210	212	
302_c1	11529	11536	11326	11333	HAF4	366-9700000-9720000:11129:fwd	223	230	220	227	
302_c1	11537	11546	11334	11342	HAF3	366-9700000-9720000:11129:fwd	231	240	228	237	
302_c1	11547	11582	11343	11377	HAF4	366-9700000-9720000:11129:fwd	241	276	238	271	
302_c1	11583	11609	11378	11404	HAF5	366-9700000-9720000:11129:fwd	277	303	272	297	
302_c1	11610	11617	11405	11411	HAF4	366-9700000-9720000:11129:fwd	304	311	298	305	
302_c1	11618	11731	11412	11523	HAF3	366-9700000-9720000:11129:fwd	312	425	306	416	
302_c1	11730	11731	11522	11523	R454	366-9700000-9720000:11129:fwd	424	425	415	416	
302_c1	11732	11793	11524	11585	HAF4	366-9700000-9720000:11129:fwd	426	487	417	481	
302_c1	11757	11758	11549	11550	R454	366-9700000-9720000:11129:fwd	451	452	443	445	
302_c1	11789	11790	11581	11582	R454	366-9700000-9720000:11129:fwd	483	484	476	478	
302_c1	11794	11848	11586	11640	HAF3	366-9700000-9720000:11129:fwd	488	542	482	537	
302_c1	11812	11813	11604	11605	R454	366-9700000-9720000:11129:fwd	506	507	500	501	
302_c1	11835	11794	11627	11586	HAF3	308-9700000-9720000:11646:rev	5	46	5	46	
302_c1	11793	11732	11585	11524	HAF4	308-9700000-9720000:11646:rev	47	108	47	108	
302_c1	11731	11619	11523	11413	HAF3	308-9700000-9720000:11646:rev	109	221	109	219	
302_c1	11618	11610	11412	11405	HAF4	308-9700000-9720000:11646:rev	222	230	220	227	
302_c1	11609	11557	11404	11353	HAF5	308-9700000-9720000:11646:rev	231	283	228	279	
302_c1	11556	11547	11352	11343	HAF4	308-9700000-9720000:11646:rev	284	293	280	289	
302_c1	11546	11537	11342	11334	HAF3	308-9700000-9720000:11646:rev	294	303	290	298	
302_c1	11536	11529	11333	11326	HAF4	308-9700000-9720000:11646:rev	304	311	299	306	
302_c1	11528	11507	11325	11304	HAF5	308-9700000-9720000:11646:rev	312	333	307	328	
302_c1	11506	11481	11303	11278	HAF4	308-9700000-9720000:11646:rev	334	359	329	354	
302_c1	11480	11475	11277	11272	HAF3	308-9700000-9720000:11646:rev	360	365	355	360	
302_c1	11474	11429	11271	11227	HAF4	308-9700000-9720000:11646:rev	366	411	361	405	
302_c1	11428	11421	11226	11219	HAF3	308-9700000-9720000:11646:rev	412	419	406	413	
302_c1	11420	11395	11218	11194	HAF4	308-9700000-9720000:11646:rev	420	445	414	438	
302_c1	11885	11794	11675	11586	HAF3	448-9700000-9720000:11694:rev	5	96	5	94	
302_c1	11793	11732	11585	11524	HAF4	448-9700000-9720000:11694:rev	97	158	95	158	
302_c1	11783	11782	11575	11574	R454	448-9700000-9720000:11694:rev	107	108	105	106	
302_c1	11742	11741	11534	11533	R454	448-9700000-9720000:11694:rev	148	149	148	149	
302_c1	11731	11658	11523	11452	HAF3	448-9700000-9720000:11694:rev	159	232	159	229	
302_c1	11693	11692	11487	11486	R454	448-9700000-9720000:11694:rev	197	198	195	197	
302_c1	11657	11657	11451	11451	HAF2	448-9700000-9720000:11694:rev	233	233	230	230	
302_c1	11656	11619	11450	11413	HAF3	448-9700000-9720000:11694:rev	234	271	231	268	
302_c1	11618	11610	11412	11405	HAF4	448-9700000-9720000:11694:rev	272	280	269	276	
302_c1	11609	11557	11404	11353	HAF5	448-9700000-9720000:11694:rev	281	333	277	327	
302_c1	11555	11537	11351	11334	HAF3	448-9700000-9720000:11694:rev	335	353	328	346	
302_c1	11541	11540	11337	11336	R454	448-9700000-9720000:11694:rev	349	350	342	344	
302_c1	11536	11529	11333	11326	HAF4	448-9700000-9720000:11694:rev	354	361	347	354	
302_c1	11528	11507	11325	11304	HAF5	448-9700000-9720000:11694:rev	362	383	355	377	
302_c1	11522	11521	11319	11318	R454	448-9700000-9720000:11694:rev	368	369	361	363	
302_c1	11506	11488	11303	11285	HAF4	448-9700000-9720000:11694:rev	384	402	378	395	
302_c1	11488	11486	11285	11283	R454	448-9700000-9720000:11694:rev	402	404	395	397	
302_c1	11486	11474	11283	11271	HAF2	448-9700000-9720000:11694:rev	404	416	397	409	
302_c1	11473	11429	11270	11227	HAF4	448-9700000-9720000:11694:rev	417	461	410	455	
302_c1	11442	11441	11240	11239	R454	448-9700000-9720000:11694:rev	448	449	441	443	
302_c1	11428	11421	11226	11219	HAF3	448-9700000-9720000:11694:rev	462	469	456	462	
302_c1	11420	11395	11218	11194	HAF4	448-9700000-9720000:11694:rev	470	495	463	487	
302_c1	11394	11365	11193	11164	HAF3	448-9700000-9720000:11694:rev	496	525	488	517	
302_c1	11395	11420	11194	11218	HAF4	497-9700000-9720000:11210:fwd	5	30	5	29	
302_c1	11421	11428	11219	11226	HAF3	497-9700000-9720000:11210:fwd	31	38	30	37	
302_c1	11429	11474	11227	11271	HAF4	497-9700000-9720000:11210:fwd	39	84	38	82	
302_c1	11475	11480	11272	11277	HAF3	497-9700000-9720000:11210:fwd	85	90	83	88	
302_c1	11481	11506	11278	11303	HAF4	497-9700000-9720000:11210:fwd	91	116	89	114	
302_c1	11507	11528	11304	11325	HAF5	497-9700000-9720000:11210:fwd	117	138	115	136	
302_c1	11529	11536	11326	11333	HAF4	497-9700000-9720000:11210:fwd	139	146	137	144	
302_c1	11537	11546	11334	11342	HAF3	497-9700000-9720000:11210:fwd	147	156	145	153	
302_c1	11547	11556	11343	11352	HAF4	497-9700000-9720000:11210:fwd	157	166	154	163	
302_c1	11557	11609	11353	11404	HAF5	497-9700000-9720000:11210:fwd	167	219	164	216	
302_c1	11610	11618	11405	11412	HAF4	497-9700000-9720000:11210:fwd	220	228	217	224	
302_c1	11619	11731	11413	11523	HAF3	497-9700000-9720000:11210:fwd	229	341	225	335	
302_c1	11732	11793	11524	11585	HAF4	497-9700000-9720000:11210:fwd	342	403	336	398	
302_c1	11738	11739	11530	11531	R454	497-9700000-9720000:11210:fwd	348	349	342	344	
302_c1	11794	11806	11586	11598	HAF3	497-9700000-9720000:11210:fwd	404	416	399	411	
302_c1	12077	11794	11865	11586	HAF3	350-9700000-9720000:11884:rev	5	288	5	283	
302_c1	11793	11732	11585	11524	HAF4	350-9700000-9720000:11884:rev	289	350	284	345	
302_c1	11730	11618	11522	11412	HAF3	350-9700000-9720000:11884:rev	352	464	346	454	
302_c1	11617	11610	11411	11405	HAF4	350-9700000-9720000:11884:rev	465	472	455	462	
302_c1	11609	11583	11404	11378	HAF5	350-9700000-9720000:11884:rev	473	499	463	489	
302_c1	11582	11575	11377	11371	HAF4	350-9700000-9720000:11884:rev	500	507	490	496	
302_c1	11715	11731	11509	11523	HAF3	707-9700000-9720000:11525:fwd	5	21	5	19	
302_c1	11732	11793	11524	11585	HAF4	707-9700000-9720000:11525:fwd	22	83	20	81	
302_c1	11794	12109	11586	11897	HAF3	707-9700000-9720000:11525:fwd	84	399	82	394	
302_c1	11801	11802	11593	11594	R454	707-9700000-9720000:11525:fwd	91	92	89	91	
302_c1	11923	11923	11712	11712	R454	707-9700000-9720000:11525:fwd	213	213	208	208	
302_c1	12322	11813	12104	11605	HAF3	390-9700000-9720000:12123:rev	5	514	5	503	
302_c1	12181	12180	11968	11967	R454	390-9700000-9720000:12123:rev	146	147	143	144	
302_c1	12024	12023	11812	11811	R454	390-9700000-9720000:12123:rev	303	304	299	301	
302_c1	11927	12362	11716	12144	HAF3	135-9700000-9720000:11732:fwd	5	440	5	436	
302_c1	11964	11965	11753	11754	R454	135-9700000-9720000:11732:fwd	42	43	42	43	
302_c1	12192	12193	11979	11980	R454	135-9700000-9720000:11732:fwd	270	271	269	270	
302_c1	12224	12225	12009	12010	R454	135-9700000-9720000:11732:fwd	302	303	300	302	
302_c1	12286	12287	12068	12069	R454	135-9700000-9720000:11732:fwd	364	365	361	363	
302_c1	11970	12415	11759	12195	HAF3	242-9700000-9720000:11775:fwd	5	450	5	441	
302_c1	12008	12009	11796	11797	R454	242-9700000-9720000:11775:fwd	43	44	42	43	
302_c1	12250	12251	12034	-1	R454	242-9700000-9720000:11775:fwd	285	286	279	281	
302_c1	12296	12297	12078	12079	R454	242-9700000-9720000:11775:fwd	331	332	324	325	
302_c1	11953	12244	11742	12028	HAF3	536-9700000-9720000:11758:fwd	5	296	5	294	
302_c1	11994	11995	11782	11783	R454	536-9700000-9720000:11758:fwd	46	47	45	46	
302_c1	12180	12181	11967	11968	R454	536-9700000-9720000:11758:fwd	232	233	230	231	
302_c1	12245	12257	12029	-1	HAF2	536-9700000-9720000:11758:fwd	297	309	295	306	
302_c1	12258	12459	12040	12239	HAF3	536-9700000-9720000:11758:fwd	310	511	307	507	
302_c1	12342	12343	12124	12125	R454	536-9700000-9720000:11758:fwd	394	395	391	393	
302_c1	12518	12129	12296	11916	HAF3	206-9700000-9720000:12315:rev	5	394	5	388	
302_c1	12428	12427	12208	12207	R454	206-9700000-9720000:12315:rev	95	96	94	95	
302_c1	12276	12275	12058	12057	R454	206-9700000-9720000:12315:rev	247	248	245	247	
302_c1	12089	12514	11877	12292	HAF3	47-9700000-9720000:11880:fwd	19	444	19	431	
302_c1	10181	10432	10001	10249	HAF3	723-9700000-9720000:10017:fwd	5	256	5	251	
302_c1	10280	10281	10099	10100	R454	723-9700000-9720000:10017:fwd	104	105	103	105	
302_c1	10433	10514	10250	10331	HAF4	723-9700000-9720000:10017:fwd	257	338	252	331	
302_c1	10515	10679	10332	10488	HAF3	723-9700000-9720000:10017:fwd	339	503	332	487	
302_c1	10663	10664	10472	10473	R454	723-9700000-9720000:10017:fwd	487	488	470	471	
302_c1	10680	10700	10489	10509	HAF4	723-9700000-9720000:10017:fwd	504	524	488	508	
302_c1	10701	10701	10510	10510	HAF3	723-9700000-9720000:10017:fwd	525	525	509	509	
302_c1	10142	10432	9963	10249	HAF3	307-9700000-9720000:9979:fwd	5	295	5	291	
302_c1	10217	10218	10037	10038	R454	307-9700000-9720000:9979:fwd	80	81	79	80	
302_c1	10433	10513	10250	10330	HAF4	307-9700000-9720000:9979:fwd	296	376	292	372	
302_c1	10514	10526	10331	10342	HAF3	307-9700000-9720000:9979:fwd	377	389	373	385	
302_c1	10527	10542	10343	10357	HAF2	307-9700000-9720000:9979:fwd	390	405	386	401	
302_c1	10545	10617	10359	10428	HAF3	307-9700000-9720000:9979:fwd	408	480	402	471	
302_c1	10559	10514	10373	10331	HAF3	280-9700000-9720000:10392:rev	5	50	5	47	
302_c1	10513	10433	10330	10250	HAF4	280-9700000-9720000:10392:rev	51	131	48	129	
302_c1	10481	10480	10298	10297	R454	280-9700000-9720000:10392:rev	83	84	80	81	
302_c1	10432	10018	10249	9842	HAF3	280-9700000-9720000:10392:rev	132	546	130	539	
302_c1	10586	10514	10398	10331	HAF3	640-9700000-9720000:10417:rev	5	77	5	74	
302_c1	10513	10433	10330	10250	HAF4	640-9700000-9720000:10417:rev	78	158	75	155	
302_c1	10471	10470	10288	10287	R454	640-9700000-9720000:10417:rev	120	121	117	119	
302_c1	10432	10050	10249	9873	HAF3	640-9700000-9720000:10417:rev	159	541	156	535	
302_c1	10340	10339	10159	10158	R454	640-9700000-9720000:10417:rev	251	252	246	248	
302_c1	10214	10213	10034	10033	R454	640-9700000-9720000:10417:rev	377	378	372	373	
302_c1	10161	10160	9982	9981	R454	640-9700000-9720000:10417:rev	430	431	424	425	
302_c1	10149	10149	9970	9970	R454	640-9700000-9720000:10417:rev	442	442	437	437	
302_c1	10138	10137	9959	9958	R454	640-9700000-9720000:10417:rev	453	454	450	452	
302_c1	10080	10432	9902	10249	HAF3	686-9700000-9720000:9918:fwd	5	357	5	356	
302_c1	10130	10131	9951	9952	R454	686-9700000-9720000:9918:fwd	55	56	54	55	
302_c1	10212	10213	10032	10033	R454	686-9700000-9720000:9918:fwd	137	138	136	138	
302_c1	10261	10262	10080	10081	R454	686-9700000-9720000:9918:fwd	186	187	185	186	
302_c1	10339	10340	10158	10159	R454	686-9700000-9720000:9918:fwd	264	265	263	265	
302_c1	10433	10514	10250	10331	HAF4	686-9700000-9720000:9918:fwd	358	439	357	437	
302_c1	10515	10538	10332	10353	HAF2	686-9700000-9720000:9918:fwd	440	463	438	460	
302_c1	10539	10609	10354	10420	HAF3	686-9700000-9720000:9918:fwd	464	534	461	528	
302_c1	10611	10602	10422	10413	HAF2	60-9700000-9720000:10441:rev	5	14	5	14	
302_c1	10601	10514	10412	10331	HAF3	60-9700000-9720000:10441:rev	15	102	15	98	
302_c1	10514	10513	10331	10330	R454	60-9700000-9720000:10441:rev	102	103	98	100	
302_c1	10513	10433	10330	10250	HAF4	60-9700000-9720000:10441:rev	103	183	100	180	
302_c1	10432	10132	10249	9953	HAF3	60-9700000-9720000:10441:rev	184	484	181	476	
302_c1	10296	10295	10115	10114	R454	60-9700000-9720000:10441:rev	320	321	313	315	
302_c1	10126	10432	9947	10249	HAF3	286-9700000-9720000:9963:fwd	5	311	5	307	
302_c1	10223	10224	10043	10044	R454	286-9700000-9720000:9963:fwd	102	103	100	102	
302_c1	10301	10302	10120	10121	R454	286-9700000-9720000:9963:fwd	180	181	178	180	
302_c1	10433	10513	10250	10330	HAF4	286-9700000-9720000:9963:fwd	312	392	308	387	
302_c1	10514	10607	10331	10418	HAF3	286-9700000-9720000:9963:fwd	393	486	388	473	
302_c1	10045	10432	9868	10249	HAF3	456-9700000-9720000:9884:fwd	5	392	5	386	
302_c1	10160	10161	9981	9982	R454	456-9700000-9720000:9884:fwd	120	121	119	121	
302_c1	10433	10513	10250	10330	HAF4	456-9700000-9720000:9884:fwd	393	473	387	466	
302_c1	10514	10588	10331	10400	HAF3	456-9700000-9720000:9884:fwd	474	548	467	534	
302_c1	10553	10514	10367	10331	HAF3	544-9700000-9720000:10386:rev	5	44	5	41	
302_c1	10513	10433	10330	10250	HAF4	544-9700000-9720000:10386:rev	45	125	42	121	
302_c1	10432	10091	10249	9912	HAF3	544-9700000-9720000:10386:rev	126	467	122	459	
302_c1	10259	10258	10078	10077	R454	544-9700000-9720000:10386:rev	299	300	292	293	
302_c1	10169	10168	-1	9989	R454	544-9700000-9720000:10386:rev	389	390	382	383	
302_c1	10110	10432	9931	10249	HAF3	527-9700000-9720000:9947:fwd	5	327	5	325	
302_c1	10416	10417	10233	10234	R454	527-9700000-9720000:9947:fwd	311	312	308	310	
302_c1	10433	10513	10250	10330	HAF4	527-9700000-9720000:9947:fwd	328	408	326	406	
302_c1	10452	10453	10269	10270	R454	527-9700000-9720000:9947:fwd	347	348	345	347	
302_c1	10514	10552	10331	10366	HAF3	527-9700000-9720000:9947:fwd	409	447	407	441	
302_c1	10023	10200	9847	10020	HAF3	145-9700000-9720000:9863:fwd	5	182	5	179	
302_c1	10201	10201	10021	10021	HAF2	145-9700000-9720000:9863:fwd	183	183	180	180	
302_c1	10202	10432	10022	10249	HAF3	145-9700000-9720000:9863:fwd	184	414	181	410	
302_c1	10380	10381	10198	10199	R454	145-9700000-9720000:9863:fwd	362	363	356	358	
302_c1	10407	10408	10224	10225	R454	145-9700000-9720000:9863:fwd	389	390	384	386	
302_c1	10433	10514	10250	10331	HAF4	145-9700000-9720000:9863:fwd	415	496	411	491	
302_c1	10515	10541	10332	10356	HAF3	145-9700000-9720000:9863:fwd	497	523	492	516	
302_c1	10474	10433	10291	10250	HAF4	725-9700000-9720000:10310:rev	5	46	5	46	
302_c1	10432	10036	10249	9859	HAF3	725-9700000-9720000:10310:rev	47	443	47	445	
302_c1	10379	10378	10197	10196	R454	725-9700000-9720000:10310:rev	100	101	99	100	
302_c1	10351	10350	10169	10168	R454	725-9700000-9720000:10310:rev	128	129	128	129	
302_c1	10215	10214	10035	10034	R454	725-9700000-9720000:10310:rev	264	265	264	266	
302_c1	10179	10178	9999	9998	R454	725-9700000-9720000:10310:rev	300	301	301	302	
302_c1	10119	10118	9940	9939	R454	725-9700000-9720000:10310:rev	360	361	362	363	
302_c1	10035	10035	-1	-1	HAF2	725-9700000-9720000:10310:rev	444	444	446	446	
302_c1	10034	9932	9858	9758	HAF3	725-9700000-9720000:10310:rev	445	547	447	546	
302_c1	10443	10004	10260	9829	HAF3	530-9700000-9720000:10279:rev	5	444	5	437	
302_c1	10150	10149	9971	9970	R454	530-9700000-9720000:10279:rev	298	299	293	294	
302_c1	10127	10126	9948	9947	R454	530-9700000-9720000:10279:rev	321	322	317	319	
302_c1	10394	9851	10211	9678	HAF3	627-9700000-9720000:10230:rev	5	548	5	537	
302_c1	10306	10305	10125	10124	R454	627-9700000-9720000:10230:rev	93	94	90	92	
302_c1	10286	10285	10105	10104	R454	627-9700000-9720000:10230:rev	113	114	111	113	
302_c1	10244	10243	10063	10062	R454	627-9700000-9720000:10230:rev	155	156	154	156	
302_c1	10080	10079	9902	9901	R454	627-9700000-9720000:10230:rev	319	320	315	317	
302_c1	10076	10074	9898	9896	R454	627-9700000-9720000:10230:rev	323	325	320	321	
302_c1	10382	9884	10200	9711	HAF3	225-9700000-9720000:10224:rev	11	509	11	502	
302_c1	10317	10316	10136	10135	R454	225-9700000-9720000:10224:rev	76	77	75	76	
302_c1	10278	10278	10097	10097	R454	225-9700000-9720000:10224:rev	115	115	115	115	
302_c1	10272	10271	10091	10090	R454	225-9700000-9720000:10224:rev	121	122	120	122	
302_c1	10266	10265	10085	10084	R454	225-9700000-9720000:10224:rev	127	128	127	129	
302_c1	10107	10106	9928	9927	R454	225-9700000-9720000:10224:rev	286	287	283	284	
302_c1	10100	10099	9921	9920	R454	225-9700000-9720000:10224:rev	293	294	291	293	
302_c1	9921	9920	9747	9746	R454	225-9700000-9720000:10224:rev	472	473	465	467	
302_c1	10343	9924	10162	9750	HAF3	197-9700000-9720000:10181:rev	5	424	5	414	
302_c1	10127	10126	9948	9947	R454	197-9700000-9720000:10181:rev	221	222	214	216	
302_c1	9999	9998	9824	9823	R454	197-9700000-9720000:10181:rev	349	350	339	341	
302_c1	10303	9819	10122	9646	HAF3	260-9700000-9720000:10158:rev	23	507	23	497	
302_c1	9930	9929	9756	9755	R454	260-9700000-9720000:10158:rev	396	397	386	388	
302_c1	10229	9709	10049	9538	HAF3	499-9700000-9720000:10068:rev	5	525	5	514	
302_c1	10185	10185	10005	10005	R454	499-9700000-9720000:10068:rev	49	49	47	47	
302_c1	9766	9765	9595	9594	R454	499-9700000-9720000:10068:rev	468	469	455	457	
302_c1	9751	9750	9580	9579	R454	499-9700000-9720000:10068:rev	483	484	471	472	
302_c1	9741	9908	9570	9734	HAF3	604-9700000-9720000:9586:fwd	5	172	5	171	
302_c1	9830	9831	9657	9658	R454	604-9700000-9720000:9586:fwd	94	95	92	94	
302_c1	9909	9909	9735	9735	HAF2	604-9700000-9720000:9586:fwd	173	173	172	172	
302_c1	9910	10260	9736	10079	HAF3	604-9700000-9720000:9586:fwd	174	524	173	516	
302_c1	10160	10161	9981	9982	R454	604-9700000-9720000:9586:fwd	424	425	417	418	
302_c1	10352	10036	10170	9859	HAF3	612-9700000-9720000:10189:rev	5	321	5	318	
302_c1	10278	10277	10097	10096	R454	612-9700000-9720000:10189:rev	79	80	78	80	
302_c1	10132	10131	9953	9952	R454	612-9700000-9720000:10189:rev	225	226	223	225	
302_c1	10035	10019	-1	9843	HAF2	612-9700000-9720000:10189:rev	322	338	319	335	
302_c1	10018	9828	9842	9655	HAF3	612-9700000-9720000:10189:rev	339	529	336	524	
302_c1	10321	9836	10140	9663	HAF3	332-9700000-9720000:10172:rev	17	502	17	494	
302_c1	10279	10278	10098	10097	R454	332-9700000-9720000:10172:rev	59	60	59	60	
302_c1	10259	10259	10078	10078	R454	332-9700000-9720000:10172:rev	79	79	79	80	
302_c1	10224	10224	10044	10044	R454	332-9700000-9720000:10172:rev	114	114	113	113	
302_c1	10184	10183	10004	10003	R454	332-9700000-9720000:10172:rev	154	155	151	153	
302_c1	10121	10120	9942	9941	R454	332-9700000-9720000:10172:rev	217	218	214	216	
302_c1	10088	10087	9910	9909	R454	332-9700000-9720000:10172:rev	250	251	247	249	
302_c1	10087	10086	9909	9908	R454	332-9700000-9720000:10172:rev	251	252	249	250	
302_c1	10290	9848	10109	9675	HAF3	411-9700000-9720000:10128:rev	5	447	5	440	
302_c1	10212	10212	10032	10032	R454	411-9700000-9720000:10128:rev	83	83	81	81	
302_c1	9881	9880	9708	9707	R454	411-9700000-9720000:10128:rev	414	415	406	408	
302_c1	10078	9694	9900	9523	HAF3	800-9700000-9720000:9919:rev	5	389	5	380	
302_c1	9716	9715	9545	9544	R454	800-9700000-9720000:9919:rev	367	368	358	360	
302_c1	9690	9653	9520	9483	HAF3	800-9700000-9720000:9919:rev	393	430	384	421	
302_c1	10058	9570	9881	9400	HAF3	56-9700000-9720000:9900:rev	5	493	5	485	
302_c1	10002	10001	9827	9826	R454	56-9700000-9720000:9900:rev	61	62	59	61	
302_c1	9934	9933	9760	9759	R454	56-9700000-9720000:9900:rev	129	130	127	128	
302_c1	10044	9626	9867	9456	HAF3	303-9700000-9720000:9886:rev	5	423	5	416	
302_c1	9995	9563	9820	9393	HAF3	296-9700000-9720000:9839:rev	5	437	5	432	
302_c1	9799	9798	9627	9626	R454	296-9700000-9720000:9839:rev	201	202	197	199	
302_c1	9797	9796	9625	9624	R454	296-9700000-9720000:9839:rev	203	204	200	202	
302_c1	10226	9786	10046	9615	HAF3	393-9700000-9720000:10065:rev	5	445	5	436	
